t,y,vy,ay,Unnamed: 4
83.967,,,,
83.983,,,,
84.0,-9.756,-0.07361,0.00631,
84.017,,,,
84.033,,,,
84.05,,,,
84.067,,,,
84.083,,,,
84.1,,,,
84.117,,,,
84.133,,,,
84.15,,,,
84.167,,,,
84.183,,,,
84.2,,,,
84.217,,,,
84.233,,,,
84.25,,,,
84.267,,,,
84.283,,,,
84.3,,,,
84.317,,,,
84.333,,,,
84.35,,,,
84.367,,,,
84.383,,,,
84.4,,,,
84.417,,,,
84.433,,,,
84.45,,,,
84.467,,,,
84.483,,,,
84.5,,,,
84.517,,,,
84.533,,,,
84.55,,,,
84.567,,,,
84.583,,,,
84.6,,,,
84.617,,,,
84.633,,,,
84.65,,,,
84.667,-9.815,-0.07361,0.03155,
84.683,,,,
84.7,,,,
84.717,,,,
84.733,,,,
84.75,,,,
84.767,,,,
84.783,,,,
84.8,,,,
84.817,,,,
84.833,,,,
84.85,,,,
84.867,,,,
84.883,,,,
84.9,,,,
84.917,,,,
84.933,,,,
84.95,,,,
84.967,,,,
84.983,,,,
85.0,,,,
85.017,,,,
85.033,,,,
85.05,,,,
85.067,,,,
85.083,,,,
85.1,,,,
85.117,,,,
85.133,,,,
85.15,,,,
85.167,,,,
85.183,,,,
85.2,,,,
85.217,,,,
85.233,,,,
85.25,,,,
85.267,,,,
85.283,,,,
85.3,,,,
85.317,,,,
85.333,-9.854,-0.02945,0.02524,
85.35,,,,
85.367,,,,
85.383,,,,
85.4,,,,
85.417,,,,
85.433,,,,
85.45,,,,
85.467,,,,
85.483,,,,
85.5,,,,
85.517,,,,
85.533,,,,
85.55,,,,
85.567,,,,
85.583,,,,
85.6,,,,
85.617,,,,
85.633,,,,
85.65,,,,
85.667,,,,
85.683,,,,
85.7,,,,
85.717,,,,
85.733,,,,
85.75,,,,
85.767,,,,
85.783,,,,
85.8,,,,
85.817,,,,
85.833,,,,
85.85,,,,
85.867,,,,
85.883,,,,
85.9,,,,
85.917,,,,
85.933,,,,
85.95,,,,
85.967,,,,
85.983,,,,
86.0,-9.854,-0.02945,-0.01262,
86.017,,,,
86.033,,,,
86.05,,,,
86.067,,,,
86.083,,,,
86.1,,,,
86.117,,,,
86.133,,,,
86.15,,,,
86.167,,,,
86.183,,,,
86.2,,,,
86.217,,,,
86.233,,,,
86.25,,,,
86.267,,,,
86.283,,,,
86.3,,,,
86.317,,,,
86.333,,,,
86.35,,,,
86.367,,,,
86.383,,,,
86.4,,,,
86.417,,,,
86.433,,,,
86.45,,,,
86.467,,,,
86.483,,,,
86.5,,,,
86.517,,,,
86.533,,,,
86.55,,,,
86.567,,,,
86.583,,,,
86.6,,,,
86.617,,,,
86.633,,,,
86.65,,,,
86.667,-9.894,-0.05889,-0.01262,
86.683,,,,
86.7,,,,
86.717,,,,
86.733,,,,
86.75,,,,
86.767,,,,
86.783,,,,
86.8,,,,
86.817,,,,
86.833,,,,
86.85,,,,
86.867,,,,
86.883,,,,
86.9,,,,
86.917,,,,
86.933,,,,
86.95,,,,
86.967,,,,
86.983,,,,
87.0,,,,
87.017,,,,
87.033,,,,
87.05,,,,
87.067,,,,
87.083,,,,
87.1,,,,
87.117,,,,
87.133,,,,
87.15,,,,
87.167,,,,
87.183,,,,
87.2,,,,
87.217,,,,
87.233,,,,
87.25,,,,
87.267,,,,
87.283,,,,
87.3,,,,
87.317,,,,
87.333,-9.933,-0.04417,0.00631,
87.35,,,,
87.367,,,,
87.383,,,,
87.4,,,,
87.417,,,,
87.433,,,,
87.45,,,,
87.467,,,,
87.483,,,,
87.5,,,,
87.517,,,,
87.533,,,,
87.55,,,,
87.567,,,,
87.583,,,,
87.6,,,,
87.617,,,,
87.633,,,,
87.65,,,,
87.667,,,,
87.683,,,,
87.7,,,,
87.717,,,,
87.733,,,,
87.75,,,,
87.767,,,,
87.783,,,,
87.8,,,,
87.817,,,,
87.833,,,,
87.85,,,,
87.867,,,,
87.883,,,,
87.9,,,,
87.917,,,,
87.933,,,,
87.95,,,,
87.967,,,,
87.983,,,,
88.0,-9.953,-0.04417,0.01893,
88.017,,,,
88.033,,,,
88.05,,,,
88.067,,,,
88.083,,,,
88.1,,,,
88.117,,,,
88.133,,,,
88.15,,,,
88.167,,,,
88.183,,,,
88.2,,,,
88.217,,,,
88.233,,,,
88.25,,,,
88.267,,,,
88.283,,,,
88.3,,,,
88.317,,,,
88.333,,,,
88.35,,,,
88.367,,,,
88.383,,,,
88.4,,,,
88.417,,,,
88.433,,,,
88.45,,,,
88.467,,,,
88.483,,,,
88.5,,,,
88.517,,,,
88.533,,,,
88.55,,,,
88.567,,,,
88.583,,,,
88.6,,,,
88.617,,,,
88.633,,,,
88.65,,,,
88.667,-9.992,-0.02945,0.0,
88.683,,,,
88.7,,,,
88.717,,,,
88.733,,,,
88.75,,,,
88.767,,,,
88.783,,,,
88.8,,,,
88.817,,,,
88.833,,,,
88.85,,,,
88.867,,,,
88.883,,,,
88.9,,,,
88.917,,,,
88.933,,,,
88.95,,,,
88.967,,,,
88.983,,,,
89.0,,,,
89.017,,,,
89.033,,,,
89.05,,,,
89.067,,,,
89.083,,,,
89.1,,,,
89.117,,,,
89.133,,,,
89.15,,,,
89.167,,,,
89.183,,,,
89.2,,,,
89.217,,,,
89.233,,,,
89.25,,,,
89.267,,,,
89.283,,,,
89.3,,,,
89.317,,,,
89.333,-9.992,-0.02945,0.0,
89.35,,,,
89.367,,,,
89.383,,,,
89.4,,,,
89.417,,,,
89.433,,,,
89.45,,,,
89.467,,,,
89.483,,,,
89.5,,,,
89.517,,,,
89.533,,,,
89.55,,,,
89.567,,,,
89.583,,,,
89.6,,,,
89.617,,,,
89.633,,,,
89.65,,,,
89.667,,,,
89.683,,,,
89.7,,,,
89.717,,,,
89.733,,,,
89.75,,,,
89.767,,,,
89.783,,,,
89.8,,,,
89.817,,,,
89.833,,,,
89.85,,,,
89.867,,,,
89.883,,,,
89.9,,,,
89.917,,,,
89.933,,,,
89.95,,,,
89.967,,,,
89.983,,,,
90.0,-10.03,-0.04417,-0.00631,
90.017,,,,
90.033,,,,
90.05,,,,
90.067,,,,
90.083,,,,
90.1,,,,
90.117,,,,
90.133,,,,
90.15,,,,
90.167,,,,
90.183,,,,
90.2,,,,
90.217,,,,
90.233,,,,
90.25,,,,
90.267,,,,
90.283,,,,
90.3,,,,
90.317,,,,
90.333,,,,
90.35,,,,
90.367,,,,
90.383,,,,
90.4,,,,
90.417,,,,
90.433,,,,
90.45,,,,
90.467,,,,
90.483,,,,
90.5,,,,
90.517,,,,
90.533,,,,
90.55,,,,
90.567,,,,
90.583,,,,
90.6,,,,
90.617,,,,
90.633,,,,
90.65,,,,
90.667,-10.05,-0.02945,0.01262,
90.683,,,,
90.7,,,,
90.717,,,,
90.733,,,,
90.75,,,,
90.767,,,,
90.783,,,,
90.8,,,,
90.817,,,,
90.833,,,,
90.85,,,,
90.867,,,,
90.883,,,,
90.9,,,,
90.917,,,,
90.933,,,,
90.95,,,,
90.967,,,,
90.983,,,,
91.0,,,,
91.017,,,,
91.033,,,,
91.05,,,,
91.067,,,,
91.083,,,,
91.1,,,,
91.117,,,,
91.133,,,,
91.15,,,,
91.167,,,,
91.183,,,,
91.2,,,,
91.217,,,,
91.233,,,,
91.25,,,,
91.267,,,,
91.283,,,,
91.3,,,,
91.317,,,,
91.333,-10.07,-0.02945,-0.01262,
91.35,,,,
91.367,,,,
91.383,,,,
91.4,,,,
91.417,,,,
91.433,,,,
91.45,,,,
91.467,,,,
91.483,,,,
91.5,,,,
91.517,,,,
91.533,,,,
91.55,,,,
91.567,,,,
91.583,,,,
91.6,,,,
91.617,,,,
91.633,,,,
91.65,,,,
91.667,,,,
91.683,,,,
91.7,,,,
91.717,,,,
91.733,,,,
91.75,,,,
91.767,,,,
91.783,,,,
91.8,,,,
91.817,,,,
91.833,,,,
91.85,,,,
91.867,,,,
91.883,,,,
91.9,,,,
91.917,,,,
91.933,,,,
91.95,,,,
91.967,,,,
91.983,,,,
92.0,-10.09,-0.04417,-0.00631,
92.017,,,,
92.033,,,,
92.05,,,,
92.067,,,,
92.083,,,,
92.1,,,,
92.117,,,,
92.133,,,,
92.15,,,,
92.167,,,,
92.183,,,,
92.2,,,,
92.217,,,,
92.233,,,,
92.25,,,,
92.267,,,,
92.283,,,,
92.3,,,,
92.317,,,,
92.333,,,,
92.35,,,,
92.367,,,,
92.383,,,,
92.4,,,,
92.417,,,,
92.433,,,,
92.45,,,,
92.467,,,,
92.483,,,,
92.5,,,,
92.517,,,,
92.533,,,,
92.55,,,,
92.567,,,,
92.583,,,,
92.6,,,,
92.617,,,,
92.633,,,,
92.65,,,,
92.667,-10.13,-0.04417,-0.00631,
92.683,,,,
92.7,,,,
92.717,,,,
92.733,,,,
92.75,,,,
92.767,,,,
92.783,,,,
92.8,,,,
92.817,,,,
92.833,,,,
92.85,,,,
92.867,,,,
92.883,,,,
92.9,,,,
92.917,,,,
92.933,,,,
92.95,,,,
92.967,,,,
92.983,,,,
93.0,,,,
93.017,,,,
93.033,,,,
93.05,,,,
93.067,,,,
93.083,,,,
93.1,,,,
93.117,,,,
93.133,,,,
93.15,,,,
93.167,,,,
93.183,,,,
93.2,,,,
93.217,,,,
93.233,,,,
93.25,,,,
93.267,,,,
93.283,,,,
93.3,,,,
93.317,,,,
93.333,-10.15,-0.04417,0.00631,
93.35,,,,
93.367,,,,
93.383,,,,
93.4,,,,
93.417,,,,
93.433,,,,
93.45,,,,
93.467,,,,
93.483,,,,
93.5,,,,
93.517,,,,
93.533,,,,
93.55,,,,
93.567,,,,
93.583,,,,
93.6,,,,
93.617,,,,
93.633,,,,
93.65,,,,
93.667,,,,
93.683,,,,
93.7,,,,
93.717,,,,
93.733,,,,
93.75,,,,
93.767,,,,
93.783,,,,
93.8,,,,
93.817,,,,
93.833,,,,
93.85,,,,
93.867,,,,
93.883,,,,
93.9,,,,
93.917,,,,
93.933,,,,
93.95,,,,
93.967,,,,
93.983,,,,
94.0,-10.19,-0.04417,-0.00631,
94.017,,,,
94.033,,,,
94.05,,,,
94.067,,,,
94.083,,,,
94.1,,,,
94.117,,,,
94.133,,,,
94.15,,,,
94.167,,,,
94.183,,,,
94.2,,,,
94.217,,,,
94.233,,,,
94.25,,,,
94.267,,,,
94.283,,,,
94.3,,,,
94.317,,,,
94.333,,,,
94.35,,,,
94.367,,,,
94.383,,,,
94.4,,,,
94.417,,,,
94.433,,,,
94.45,,,,
94.467,,,,
94.483,,,,
94.5,,,,
94.517,,,,
94.533,,,,
94.55,,,,
94.567,,,,
94.583,,,,
94.6,,,,
94.617,,,,
94.633,,,,
94.65,,,,
94.667,-10.21,-0.04417,-0.00631,
94.683,,,,
94.7,,,,
94.717,,,,
94.733,,,,
94.75,,,,
94.767,,,,
94.783,,,,
94.8,,,,
94.817,,,,
94.833,,,,
94.85,,,,
94.867,,,,
94.883,,,,
94.9,,,,
94.917,,,,
94.933,,,,
94.95,,,,
94.967,,,,
94.983,,,,
95.0,,,,
95.017,,,,
95.033,,,,
95.05,,,,
95.067,,,,
95.083,,,,
95.1,,,,
95.117,,,,
95.133,,,,
95.15,,,,
95.167,,,,
95.183,,,,
95.2,,,,
95.217,,,,
95.233,,,,
95.25,,,,
95.267,,,,
95.283,,,,
95.3,,,,
95.317,,,,
95.333,-10.25,-0.05889,0.0,
95.35,,,,
95.367,,,,
95.383,,,,
95.4,,,,
95.417,,,,
95.433,,,,
95.45,,,,
95.467,,,,
95.483,,,,
95.5,,,,
95.517,,,,
95.533,,,,
95.55,,,,
95.567,,,,
95.583,,,,
95.6,,,,
95.617,,,,
95.633,,,,
95.65,,,,
95.667,,,,
95.683,,,,
95.7,,,,
95.717,,,,
95.733,,,,
95.75,,,,
95.767,,,,
95.783,,,,
95.8,,,,
95.817,,,,
95.833,,,,
95.85,,,,
95.867,,,,
95.883,,,,
95.9,,,,
95.917,,,,
95.933,,,,
95.95,,,,
95.967,,,,
95.983,,,,
96.0,-10.29,-0.04417,-0.03155,
96.017,,,,
96.033,,,,
96.05,,,,
96.067,,,,
96.083,,,,
96.1,,,,
96.117,,,,
96.133,,,,
96.15,,,,
96.167,,,,
96.183,,,,
96.2,,,,
96.217,,,,
96.233,,,,
96.25,,,,
96.267,,,,
96.283,,,,
96.3,,,,
96.317,,,,
96.333,,,,
96.35,,,,
96.367,,,,
96.383,,,,
96.4,,,,
96.417,,,,
96.433,,,,
96.45,,,,
96.467,,,,
96.483,,,,
96.5,,,,
96.517,,,,
96.533,,,,
96.55,,,,
96.567,,,,
96.583,,,,
96.6,,,,
96.617,,,,
96.633,,,,
96.65,,,,
96.667,-10.31,-0.08834,-0.02524,
96.683,,,,
96.7,,,,
96.717,,,,
96.733,,,,
96.75,,,,
96.767,,,,
96.783,,,,
96.8,,,,
96.817,,,,
96.833,,,,
96.85,,,,
96.867,,,,
96.883,,,,
96.9,,,,
96.917,,,,
96.933,,,,
96.95,,,,
96.967,,,,
96.983,,,,
97.0,,,,
97.017,,,,
97.033,,,,
97.05,,,,
97.067,,,,
97.083,,,,
97.1,,,,
97.117,,,,
97.133,,,,
97.15,,,,
97.167,,,,
97.183,,,,
97.2,,,,
97.217,,,,
97.233,,,,
97.25,,,,
97.267,,,,
97.283,,,,
97.3,,,,
97.317,,,,
97.333,-10.4,-0.103,0.03155,
97.35,,,,
97.367,,,,
97.383,,,,
97.4,,,,
97.417,,,,
97.433,,,,
97.45,,,,
97.467,,,,
97.483,,,,
97.5,,,,
97.517,,,,
97.533,,,,
97.55,,,,
97.567,,,,
97.583,,,,
97.6,,,,
97.617,,,,
97.633,,,,
97.65,,,,
97.667,,,,
97.683,,,,
97.7,,,,
97.717,,,,
97.733,,,,
97.75,,,,
97.767,,,,
97.783,,,,
97.8,,,,
97.817,,,,
97.833,,,,
97.85,,,,
97.867,,,,
97.883,,,,
97.9,,,,
97.917,,,,
97.933,,,,
97.95,,,,
97.967,,,,
97.983,,,,
98.0,-10.44,-0.02945,0.03786,
98.017,,,,
98.033,,,,
98.05,,,,
98.067,,,,
98.083,,,,
98.1,,,,
98.117,,,,
98.133,,,,
98.15,,,,
98.167,,,,
98.183,,,,
98.2,,,,
98.217,,,,
98.233,,,,
98.25,,,,
98.267,,,,
98.283,,,,
98.3,,,,
98.317,,,,
98.333,,,,
98.35,,,,
98.367,,,,
98.383,,,,
98.4,,,,
98.417,,,,
98.433,,,,
98.45,,,,
98.467,,,,
98.483,,,,
98.5,,,,
98.517,,,,
98.533,,,,
98.55,,,,
98.567,,,,
98.583,,,,
98.6,,,,
98.617,,,,
98.633,,,,
98.65,,,,
98.667,-10.44,-0.04417,-0.03155,
98.683,,,,
98.7,,,,
98.717,,,,
98.733,,,,
98.75,,,,
98.767,,,,
98.783,,,,
98.8,,,,
98.817,,,,
98.833,,,,
98.85,,,,
98.867,,,,
98.883,,,,
98.9,,,,
98.917,,,,
98.933,,,,
98.95,,,,
98.967,,,,
98.983,,,,
99.0,,,,
99.017,,,,
99.033,,,,
99.05,,,,
99.067,,,,
99.083,,,,
99.1,,,,
99.117,,,,
99.133,,,,
99.15,,,,
99.167,,,,
99.183,,,,
99.2,,,,
99.217,,,,
99.233,,,,
99.25,,,,
99.267,,,,
99.283,,,,
99.3,,,,
99.317,,,,
99.333,-10.5,-0.08834,-0.03786,
99.35,,,,
99.367,,,,
99.383,,,,
99.4,,,,
99.417,,,,
99.433,,,,
99.45,,,,
99.467,,,,
99.483,,,,
99.5,,,,
99.517,,,,
99.533,,,,
99.55,,,,
99.567,,,,
99.583,,,,
99.6,,,,
99.617,,,,
99.633,,,,
99.65,,,,
99.667,,,,
99.683,,,,
99.7,,,,
99.717,,,,
99.733,,,,
99.75,,,,
99.767,,,,
99.783,,,,
99.8,,,,
99.817,,,,
99.833,,,,
99.85,,,,
99.867,,,,
99.883,,,,
99.9,,,,
99.917,,,,
99.933,,,,
99.95,,,,
99.967,,,,
99.983,,,,
100.0,-10.56,-0.08834,0.01262,
100.017,,,,
100.033,,,,
100.05,,,,
100.067,,,,
100.083,,,,
100.1,,,,
100.117,,,,
100.133,,,,
100.15,,,,
100.167,,,,
100.183,,,,
100.2,,,,
100.217,,,,
100.233,,,,
100.25,,,,
100.267,,,,
100.283,,,,
100.3,,,,
100.317,,,,
100.333,,,,
100.35,,,,
100.367,,,,
100.383,,,,
100.4,,,,
100.417,,,,
100.433,,,,
100.45,,,,
100.467,,,,
100.483,,,,
100.5,,,,
100.517,,,,
100.533,,,,
100.55,,,,
100.567,,,,
100.583,,,,
100.6,,,,
100.617,,,,
100.633,,,,
100.65,,,,
100.667,-10.62,-0.07361,-0.01893,
100.683,,,,
100.7,,,,
100.717,,,,
100.733,,,,
100.75,,,,
100.767,,,,
100.783,,,,
100.8,,,,
100.817,,,,
100.833,,,,
100.85,,,,
100.867,,,,
100.883,,,,
100.9,,,,
100.917,,,,
100.933,,,,
100.95,,,,
100.967,,,,
100.983,,,,
101.0,,,,
101.017,,,,
101.033,,,,
101.05,,,,
101.067,,,,
101.083,,,,
101.1,,,,
101.117,,,,
101.133,,,,
101.15,,,,
101.167,,,,
101.183,,,,
101.2,,,,
101.217,,,,
101.233,,,,
101.25,,,,
101.267,,,,
101.283,,,,
101.3,,,,
101.317,,,,
101.333,-10.66,-0.103,-0.00631,
101.35,,,,
101.367,,,,
101.383,,,,
101.4,,,,
101.417,,,,
101.433,,,,
101.45,,,,
101.467,,,,
101.483,,,,
101.5,,,,
101.517,,,,
101.533,,,,
101.55,,,,
101.567,,,,
101.583,,,,
101.6,,,,
101.617,,,,
101.633,,,,
101.65,,,,
101.667,,,,
101.683,,,,
101.7,,,,
101.717,,,,
101.733,,,,
101.75,,,,
101.767,,,,
101.783,,,,
101.8,,,,
101.817,,,,
101.833,,,,
101.85,,,,
101.867,,,,
101.883,,,,
101.9,,,,
101.917,,,,
101.933,,,,
101.95,,,,
101.967,,,,
101.983,,,,
102.0,-10.76,-0.103,0.01893,
102.017,,,,
102.033,,,,
102.05,,,,
102.067,,,,
102.083,,,,
102.1,,,,
102.117,,,,
102.133,,,,
102.15,,,,
102.167,,,,
102.183,,,,
102.2,,,,
102.217,,,,
102.233,,,,
102.25,,,,
102.267,,,,
102.283,,,,
102.3,,,,
102.317,,,,
102.333,,,,
102.35,,,,
102.367,,,,
102.383,,,,
102.4,,,,
102.417,,,,
102.433,,,,
102.45,,,,
102.467,,,,
102.483,,,,
102.5,,,,
102.517,,,,
102.533,,,,
102.55,,,,
102.567,,,,
102.583,,,,
102.6,,,,
102.617,,,,
102.633,,,,
102.65,,,,
102.667,-10.8,-0.05889,0.02524,
102.683,,,,
102.7,,,,
102.717,,,,
102.733,,,,
102.75,,,,
102.767,,,,
102.783,,,,
102.8,,,,
102.817,,,,
102.833,,,,
102.85,,,,
102.867,,,,
102.883,,,,
102.9,,,,
102.917,,,,
102.933,,,,
102.95,,,,
102.967,,,,
102.983,,,,
103.0,,,,
103.017,,,,
103.033,,,,
103.05,,,,
103.067,,,,
103.083,,,,
103.1,,,,
103.117,,,,
103.133,,,,
103.15,,,,
103.167,,,,
103.183,,,,
103.2,,,,
103.217,,,,
103.233,,,,
103.25,,,,
103.267,,,,
103.283,,,,
103.3,,,,
103.317,,,,
103.333,-10.84,-0.07361,-0.01893,
103.35,,,,
103.367,,,,
103.383,,,,
103.4,,,,
103.417,,,,
103.433,,,,
103.45,,,,
103.467,,,,
103.483,,,,
103.5,,,,
103.517,,,,
103.533,,,,
103.55,,,,
103.567,,,,
103.583,,,,
103.6,,,,
103.617,,,,
103.633,,,,
103.65,,,,
103.667,,,,
103.683,,,,
103.7,,,,
103.717,,,,
103.733,,,,
103.75,,,,
103.767,,,,
103.783,,,,
103.8,,,,
103.817,,,,
103.833,,,,
103.85,,,,
103.867,,,,
103.883,,,,
103.9,,,,
103.917,,,,
103.933,,,,
103.95,,,,
103.967,,,,
103.983,,,,
104.0,-10.89,-0.08834,0.0,
104.017,,,,
104.033,,,,
104.05,,,,
104.067,,,,
104.083,,,,
104.1,,,,
104.117,,,,
104.133,,,,
104.15,,,,
104.167,,,,
104.183,,,,
104.2,,,,
104.217,,,,
104.233,,,,
104.25,,,,
104.267,,,,
104.283,,,,
104.3,,,,
104.317,,,,
104.333,,,,
104.35,,,,
104.367,,,,
104.383,,,,
104.4,,,,
104.417,,,,
104.433,,,,
104.45,,,,
104.467,,,,
104.483,,,,
104.5,,,,
104.517,,,,
104.533,,,,
104.55,,,,
104.567,,,,
104.583,,,,
104.6,,,,
104.617,,,,
104.633,,,,
104.65,,,,
104.667,-10.95,-0.07361,0.00631,
104.683,,,,
104.7,,,,
104.717,,,,
104.733,,,,
104.75,,,,
104.767,,,,
104.783,,,,
104.8,,,,
104.817,,,,
104.833,,,,
104.85,,,,
104.867,,,,
104.883,,,,
104.9,,,,
104.917,,,,
104.933,,,,
104.95,,,,
104.967,,,,
104.983,,,,
105.0,,,,
105.017,,,,
105.033,,,,
105.05,,,,
105.067,,,,
105.083,,,,
105.1,,,,
105.117,,,,
105.133,,,,
105.15,,,,
105.167,,,,
105.183,,,,
105.2,,,,
105.217,,,,
105.233,,,,
105.25,,,,
105.267,,,,
105.283,,,,
105.3,,,,
105.317,,,,
105.333,-10.99,-0.07361,0.00631,
105.35,,,,
105.367,,,,
105.383,,,,
105.4,,,,
105.417,,,,
105.433,,,,
105.45,,,,
105.467,,,,
105.483,,,,
105.5,,,,
105.517,,,,
105.533,,,,
105.55,,,,
105.567,,,,
105.583,,,,
105.6,,,,
105.617,,,,
105.633,,,,
105.65,,,,
105.667,,,,
105.683,,,,
105.7,,,,
105.717,,,,
105.733,,,,
105.75,,,,
105.767,,,,
105.783,,,,
105.8,,,,
105.817,,,,
105.833,,,,
105.85,,,,
105.867,,,,
105.883,,,,
105.9,,,,
105.917,,,,
105.933,,,,
105.95,,,,
105.967,,,,
105.983,,,,
106.0,-11.05,-0.07361,0.00631,
106.017,,,,
106.033,,,,
106.05,,,,
106.067,,,,
106.083,,,,
106.1,,,,
106.117,,,,
106.133,,,,
106.15,,,,
106.167,,,,
106.183,,,,
106.2,,,,
106.217,,,,
106.233,,,,
106.25,,,,
106.267,,,,
106.283,,,,
106.3,,,,
106.317,,,,
106.333,,,,
106.35,,,,
106.367,,,,
106.383,,,,
106.4,,,,
106.417,,,,
106.433,,,,
106.45,,,,
106.467,,,,
106.483,,,,
106.5,,,,
106.517,,,,
106.533,,,,
106.55,,,,
106.567,,,,
106.583,,,,
106.6,,,,
106.617,,,,
106.633,,,,
106.65,,,,
106.667,-11.09,-0.05889,0.01262,
106.683,,,,
106.7,,,,
106.717,,,,
106.733,,,,
106.75,,,,
106.767,,,,
106.783,,,,
106.8,,,,
106.817,,,,
106.833,,,,
106.85,,,,
106.867,,,,
106.883,,,,
106.9,,,,
106.917,,,,
106.933,,,,
106.95,,,,
106.967,,,,
106.983,,,,
107.0,,,,
107.017,,,,
107.033,,,,
107.05,,,,
107.067,,,,
107.083,,,,
107.1,,,,
107.117,,,,
107.133,,,,
107.15,,,,
107.167,,,,
107.183,,,,
107.2,,,,
107.217,,,,
107.233,,,,
107.25,,,,
107.267,,,,
107.283,,,,
107.3,,,,
107.317,,,,
107.333,-11.13,-0.05889,0.01262,
107.35,,,,
107.367,,,,
107.383,,,,
107.4,,,,
107.417,,,,
107.433,,,,
107.45,,,,
107.467,,,,
107.483,,,,
107.5,,,,
107.517,,,,
107.533,,,,
107.55,,,,
107.567,,,,
107.583,,,,
107.6,,,,
107.617,,,,
107.633,,,,
107.65,,,,
107.667,,,,
107.683,,,,
107.7,,,,
107.717,,,,
107.733,,,,
107.75,,,,
107.767,,,,
107.783,,,,
107.8,,,,
107.817,,,,
107.833,,,,
107.85,,,,
107.867,,,,
107.883,,,,
107.9,,,,
107.917,,,,
107.933,,,,
107.95,,,,
107.967,,,,
107.983,,,,
108.0,-11.17,-0.04417,-0.01893,
108.017,,,,
108.033,,,,
108.05,,,,
108.067,,,,
108.083,,,,
108.1,,,,
108.117,,,,
108.133,,,,
108.15,,,,
108.167,,,,
108.183,,,,
108.2,,,,
108.217,,,,
108.233,,,,
108.25,,,,
108.267,,,,
108.283,,,,
108.3,,,,
108.317,,,,
108.333,,,,
108.35,,,,
108.367,,,,
108.383,,,,
108.4,,,,
108.417,,,,
108.433,,,,
108.45,,,,
108.467,,,,
108.483,,,,
108.5,,,,
108.517,,,,
108.533,,,,
108.55,,,,
108.567,,,,
108.583,,,,
108.6,,,,
108.617,,,,
108.633,,,,
108.65,,,,
108.667,-11.19,-0.07361,-0.05679,
108.683,,,,
108.7,,,,
108.717,,,,
108.733,,,,
108.75,,,,
108.767,,,,
108.783,,,,
108.8,,,,
108.817,,,,
108.833,,,,
108.85,,,,
108.867,,,,
108.883,,,,
108.9,,,,
108.917,,,,
108.933,,,,
108.95,,,,
108.967,,,,
108.983,,,,
109.0,,,,
109.017,,,,
109.033,,,,
109.05,,,,
109.067,,,,
109.083,,,,
109.1,,,,
109.117,,,,
109.133,,,,
109.15,,,,
109.167,,,,
109.183,,,,
109.2,,,,
109.217,,,,
109.233,,,,
109.25,,,,
109.267,,,,
109.283,,,,
109.3,,,,
109.317,,,,
109.333,-11.27,-0.133,-0.01893,
109.35,,,,
109.367,,,,
109.383,,,,
109.4,,,,
109.417,,,,
109.433,,,,
109.45,,,,
109.467,,,,
109.483,,,,
109.5,,,,
109.517,,,,
109.533,,,,
109.55,,,,
109.567,,,,
109.583,,,,
109.6,,,,
109.617,,,,
109.633,,,,
109.65,,,,
109.667,,,,
109.683,,,,
109.7,,,,
109.717,,,,
109.733,,,,
109.75,,,,
109.767,,,,
109.783,,,,
109.8,,,,
109.817,,,,
109.833,,,,
109.85,,,,
109.867,,,,
109.883,,,,
109.9,,,,
109.917,,,,
109.933,,,,
109.95,,,,
109.967,,,,
109.983,,,,
110.0,-11.37,-0.103,0.00631,
110.017,,,,
110.033,,,,
110.05,,,,
110.067,,,,
110.083,,,,
110.1,,,,
110.117,,,,
110.133,,,,
110.15,,,,
110.167,,,,
110.183,,,,
110.2,,,,
110.217,,,,
110.233,,,,
110.25,,,,
110.267,,,,
110.283,,,,
110.3,,,,
110.317,,,,
110.333,,,,
110.35,,,,
110.367,,,,
110.383,,,,
110.4,,,,
110.417,,,,
110.433,,,,
110.45,,,,
110.467,,,,
110.483,,,,
110.5,,,,
110.517,,,,
110.533,,,,
110.55,,,,
110.567,,,,
110.583,,,,
110.6,,,,
110.617,,,,
110.633,,,,
110.65,,,,
110.667,-11.41,-0.103,-0.00631,
110.683,,,,
110.7,,,,
110.717,,,,
110.733,,,,
110.75,,,,
110.767,,,,
110.783,,,,
110.8,,,,
110.817,,,,
110.833,,,,
110.85,,,,
110.867,,,,
110.883,,,,
110.9,,,,
110.917,,,,
110.933,,,,
110.95,,,,
110.967,,,,
110.983,,,,
111.0,,,,
111.017,,,,
111.033,,,,
111.05,,,,
111.067,,,,
111.083,,,,
111.1,,,,
111.117,,,,
111.133,,,,
111.15,,,,
111.167,,,,
111.183,,,,
111.2,,,,
111.217,,,,
111.233,,,,
111.25,,,,
111.267,,,,
111.283,,,,
111.3,,,,
111.317,,,,
111.333,-11.5,-0.133,0.01893,
111.35,,,,
111.367,,,,
111.383,,,,
111.4,,,,
111.417,,,,
111.433,,,,
111.45,,,,
111.467,,,,
111.483,,,,
111.5,,,,
111.517,,,,
111.533,,,,
111.55,,,,
111.567,,,,
111.583,,,,
111.6,,,,
111.617,,,,
111.633,,,,
111.65,,,,
111.667,,,,
111.683,,,,
111.7,,,,
111.717,,,,
111.733,,,,
111.75,,,,
111.767,,,,
111.783,,,,
111.8,,,,
111.817,,,,
111.833,,,,
111.85,,,,
111.867,,,,
111.883,,,,
111.9,,,,
111.917,,,,
